userName,score,at,content
Bisnis Era 2021,4,2022-12-24 05:10:30,"Kasih bintang 4 dulu, liat perkembangan selanjutnya."
Aan Indo Java,5,2022-12-24 04:41:54,Mantaappp.. ..
Feri Agustiar,5,2022-12-24 04:29:54,Ok
Ade Edwar,5,2022-12-24 03:45:31,mntap
Evita 6222,3,2022-12-24 02:53:09,Aplikasi nya blum jelas...udh coba bbrp kali kok alamat yg di tuju Kalimantan smua...perbaiki lagi sistem nya
robbi sofyan,5,2022-12-24 02:27:38,Mantul
Ratna Andriani,5,2022-12-24 02:15:31,True caller sangat membantu agar saya tdk ditelpon penipu
Arjan Nurrahman,5,2022-12-24 02:12:02,Mantap
wawan aja77,5,2022-12-24 01:58:34,Bagus dan rekomendasi pake banget
Anas Brian,5,2022-12-24 01:37:50,Membantu sekali
Al Ahadid Wahyu Putra,5,2022-12-24 01:30:10,Sangat Membantu
Deni Hartono,5,2022-12-23 23:12:57,Membantu
puji gunawan,5,2022-12-23 15:09:11,Sangat membantu mengidentifikasi penelpon atau wa yg tdk dikenal
as maul,5,2022-12-23 14:44:27,good
Arief Official 86,5,2022-12-23 14:24:45,Bagus setuju
XANAX YELL ZERO (XYZ),1,2022-12-23 14:24:24,"to track the location of the owner of the mobile number is not detected, it doesn't work properly. and what disappointed me was that I bought a member but still can't trace the owner of that person's cellphone number. 👎👎👎"
Tiwhi Family,5,2022-12-23 13:09:33,Mantap
Syah “Hajat” Man,5,2022-12-23 12:09:28,Ok sangat bagus
abah Wijaya,5,2022-12-23 11:34:47,Good
Azizil Putra,4,2022-12-23 10:48:42,👍🏾👍🏾
Yudi Kismanto,5,2022-12-23 08:33:40,Nice
wardana SHU,5,2022-12-23 08:02:21,mantaplah...pokoknya
Siti Fatimah,4,2022-12-23 07:39:01,Tingkatkan lagi kalo bisa blokir wa yg gk di kenal
Wisal Salens,5,2022-12-23 06:15:32,Sangat bagus dan membantu saya.
Dewi Lestary,5,2022-12-23 04:55:01,Aplikasi nya keren
Claire Albus,1,2022-12-23 04:29:59,"mau login gabisa mau daftar gabisa, maksudnya gmn"
Much. Arifin,5,2022-12-23 04:28:21,Josss
Sathem Gitulo,5,2022-12-23 03:52:19,Siippp
Abang Ak Loji,5,2022-12-23 03:20:14,"Aplikasinya sangat bagus,,kita bisa tahu siapa yang menelpon"
M. Fachry S. (Fahri),4,2022-12-23 03:19:00,Good job
Riyan Agustinah,5,2022-12-23 03:15:05,Tul mantulll
yusuf arifin,5,2022-12-23 02:14:29,Mantap
Muhammad Indrakurniawan,5,2022-12-23 02:12:46,Sangat membatu mengidentifikasi penelpon/sms spam.
Shuzan Neng,5,2022-12-23 01:48:27,Mantab
Dedy Dwi Sampurna,4,2022-12-23 01:41:54,Cukup membantu mengidentifikasi nomor telpon asung yg masuk
Trisna Djuwaeli,5,2022-12-23 01:14:50,Dengan truecaller kita bisa memilih telp akan kita terima atau tidak.. krn byk telp dr akun yg tdk jelas dan penipu
Muhammad Makmur Yahya,1,2022-12-22 16:59:30,Minta kode verifikasi tapi kaga ada yg muncul cok. Aneh ni apk
Pauji Rahman,5,2022-12-22 12:26:38,Good
Mas Kenut,5,2022-12-22 11:10:02,"Aplikasi yang bagus, jadi bisa tau penelponnua..."
bocahe dewe,5,2022-12-22 10:01:14,Bagus bgt kerjnya
Aly812,5,2022-12-22 09:31:38,mantap
Azka Wahyudi,5,2022-12-22 09:07:21,Buat truecaller bintang 5 deh
Tin Man,4,2022-12-22 08:18:47,Lumayan bagus
yunada lin,5,2022-12-22 07:02:46,Ok trimaksih
Singgih Cahnyoto,5,2022-12-22 06:49:06,Mantullll
Nurul Apryani,5,2022-12-22 06:12:47,Jos bgt
Samsung M20andre,5,2022-12-22 06:11:12,Sangt membantu
Moch_nandar f Sunandar,4,2022-12-22 05:25:47,Selamat sore...saya mencoba apk ini tidak ada kode yang di kirimkan.coba dan di coba tidak ada juga.akhirnya saya suruh menunggu 24 hari.untuk daftar kembali.gmna caranya supaya cepat login
Anastasia Pwt,5,2022-12-22 04:47:40,Jadi bermanfaat dan jadi lebih tau siapa2 yg call....khususnya yg bertujuan tidak baik ke saya
TANDY salut,5,2022-12-22 03:12:59,"Saya liat liat manfaatnya juga ada, kren abis,"
Buddy Laksana,5,2022-12-22 02:56:36,Bagus
doctor game,5,2022-12-22 02:18:36,Aplikasi bagus
LaLu Deny Ekakarta Saputra,5,2022-12-22 01:43:12,Mantap
Bakrie Alamsyah,5,2022-12-22 00:45:33,Lebih baik lagi...
Land Smaile,5,2022-12-22 00:32:50,Goodjob
Harrani Octapiyaa,2,2022-12-21 15:50:58,"Gk guna banget nih apk, pdhl udh beli yg premium bayar juga, lebih bagus gtc, gw udh cari2 di youtube tutorialnya sma aja gk ada hasil. Fayah banget"
iino99,5,2022-12-21 14:27:07,Snsnsjkaksjs juga bisa menjadi salah satu yang reang lgi awan ☁️ ada
Jajang Jajang,5,2022-12-21 13:20:03,Sangat membantu sekali
Lupa Ingat,5,2022-12-21 13:07:16,Good job
Masy Hur,5,2022-12-21 12:11:39,True caller luar biasa sangat membatu saat menelpon.
Alya Saputra,5,2022-12-21 12:05:24,Bagus tolong lebih tingkat kan
muarif faz,5,2022-12-21 11:41:23,Mantul
Lukman Fauzi,3,2022-12-21 11:31:51,Saya kasih bintang 3. Soalnya baru nyoba aplikasi ini
Eka Andika,5,2022-12-21 10:36:37,Jos
Cibi silvi,4,2022-12-21 09:48:36,Bagus bs tahu yg tlp
Hijrah Aswaja,5,2022-12-21 09:46:05,Mantap
Aep Syaeful M,4,2022-12-21 09:26:52,Terimakasih Truecaller sdh memblokir nomor kontak yg ga penting / spam. Luar biasa.
Edwin Togas,5,2022-12-21 08:43:48,Bnr2 bagus ni app...
Adam Makmur,5,2022-12-21 08:42:36,Mantap
Azmijihan2021 Pspi,5,2022-12-21 08:22:27,Azmijihan2021
Endang Hidayat,5,2022-12-21 06:46:23,Keren
HAPPY FAMILY,5,2022-12-21 06:31:49,Mantap
Diana Haerani,1,2022-12-21 06:09:31,"Udh di download tpi gaada nomor buat verifikasi, harus diperbaiki lgi appnya"
Teguh Suryani,5,2022-12-21 04:31:47,Terima kasih...sudah membantu saya menghadapi...telp2 yg menganggu🙏
Edi Sardjito,5,2022-12-21 04:26:03,Mantap aplikasi bisa di andelin .buat ngecek dan blokir no yg tidak penting yg mengganggu waktu kerja .dan penipuan bisa di cek no ilegal
Nha Zard,5,2022-12-21 03:50:00,Sangat berarti
Jesnuana Rawagabus selatan,5,2022-12-21 03:49:56,Bagi berkat
kepin putra,1,2022-12-21 03:28:38,Kevn
Ayesha Ayudia,5,2022-12-21 03:03:47,Mantapp
Eka Insan,5,2022-12-21 02:48:13,mantaappl
Yudhi Permana,5,2022-12-21 02:48:06,Aplikasi luar biasa .... Penipu pun ga bisa berkutik ..
Hendra Wibisono,5,2022-12-21 02:41:35,Lovely App
Andi Syarif Hidayatullah,1,2022-12-21 01:02:23,"Tidak akurat, lemahh"
Bagus Setiawan (ELs),5,2022-12-21 00:58:44,Aman
Yarohman Yatin Dalim,5,2022-12-20 16:29:06,Telpon di aktifkan semua
Dedi Boyz,1,2022-12-20 13:23:51,"Kenapa nomor telepon yg saya cari semua nya ke Kalimantan padahal nomor yg saya cari masih satu daerah dengan saya , gak jelas nih aplikasi"
LASKAR RUNGKUT MENANGGAL,5,2022-12-20 13:11:35,Mantab
DellaR,2,2022-12-20 11:58:57,Ga bisa utk cari orang
Alkat Muhammad,5,2022-12-20 11:03:31,"Super,simple"
Naga Bonar,1,2022-12-20 10:54:57,Saya suka
Nur Alam,5,2022-12-20 09:34:04,Baguuus sekali
Tommy Aritonang,5,2022-12-20 09:18:35,Bagus
B15N15,5,2022-12-20 08:53:57,Aplikasi terbaik👍👍
jq yazid,5,2022-12-20 06:42:36,100% penghalau spam
Restu Alfianto,5,2022-12-20 06:30:19,Membantu info telpon dari org yg tidak dikenal
fbahri,5,2022-12-20 05:21:32,mtp
Athallaya,5,2022-12-20 04:59:57,Siiip
ikbal kombo,4,2022-12-20 04:49:39,Mantap lah...
Fahmi Ahmad,5,2022-12-20 03:18:53,Mantapzzz
Boss onkqie,5,2022-12-20 02:06:39,Keren aplikasinya
oki dhanu seputra,5,2022-12-20 02:03:28,Mantap
Y. Suyatman,5,2022-12-20 02:00:37,Good job
Saeful Mukti,5,2022-12-20 01:58:00,"Ok lah,,siiiip"
zandy marcello,5,2022-12-20 01:47:27,Bagus
SINYO MANCING,5,2022-12-20 00:59:18,"keren nih apk, bisa jaga privasi 👍🏻👍🏻👍🏻"
Asrorih777,5,2022-12-20 00:23:32,Great app its amazing app i love it :)
Nandar Wijayaputa,5,2022-12-19 21:41:57,"Ada akun NANDAR WIJAYA PUTA Yang Tulisan beda poto Profil saya yang Berhubungan dengan Dubai, Emirates Arab kenapa dihilangkan Tolong di Pulihkan"
Muhamad Saputra,5,2022-12-19 20:59:14,sangat membantu
Okto frius,5,2022-12-19 15:59:36,Iya saya akang mengikuti dengan keinginan mu
Riya Handayani,5,2022-12-19 14:33:41,Semoga bisa bermanfaat ya amiin
Sarlotha Palili,5,2022-12-19 13:26:00,Efisien untuk mengelola panggilan
Patrisius Nage,4,2022-12-19 13:21:33,Dicoba dulu ya gais..
febby syardhi,5,2022-12-19 11:23:15,Mantap 👍
wnugroho,5,2022-12-19 10:21:13,Aplikasinya sangat rekomended
Hasan Malika,5,2022-12-19 08:24:57,Tingkatkan
Wongsow Wadi,3,2022-12-19 08:22:38,"Trmksih ,sanggat membantu nmr yg gk jls"
dedy sumantri,5,2022-12-19 08:07:07,Sempurna..👍
Zennn _-},3,2022-12-19 07:59:48,mantap
Erny Sugiawati,5,2022-12-19 05:40:11,"Sangat membantu sekali,terimakasih"
tanto akar utama,5,2022-12-19 04:43:24,Mantaaap
Makmur Tajuddin,5,2022-12-19 02:56:24,Sangat brmanfaat
Andika Game,4,2022-12-19 02:27:14,Mantap
arietjc,5,2022-12-19 02:00:41,Good job
Hendra Krisna,5,2022-12-19 02:00:18,Good
Evooy Thea,5,2022-12-19 01:09:38,Mantap sekali
sandi purnamaaji,2,2022-12-19 00:24:37,"Udh lama ga pake aplikasi setelah 3bln lbih tiba2 dipotong tanpa kasih info terlbih dahulu,trus mau di pake nama tidak valid,pake google tidak valid,pake FB tidak valid Seolah olah makan nasi tapi ga ada nasinya Tolong lah di perbaiki"
Turny Palmandos,1,2022-12-18 21:23:23,👍
Ricky Kelen,5,2022-12-18 13:11:20,Sangat bagus
Vrans Cool,5,2022-12-18 12:24:02,MANTUL
RIZKY NUGRAHA,5,2022-12-18 10:26:34,mantap
Dia Lorenza,5,2022-12-18 10:17:21,Keren
Safii Acoy,3,2022-12-18 08:17:01,Ini bnar avlikasi bnrrrrr bnrrrr mantappp
bayu aji,5,2022-12-18 06:50:11,Mantap
Alya Sofie,5,2022-12-18 04:25:09,Good
Arif Budianto,5,2022-12-18 03:14:19,Bagus
Siti Repitasari,5,2022-12-18 00:17:14,Aplikasi sudah gak ada tp pembayaran perbulan masih kepotong di ovo tolong yaa sudah saya hapus aplikasinya jangan potong saldoku sudah 2 bukan kepotong trus
ABC 69,5,2022-12-17 22:32:07,",👍"
M.jainul Ariffin Ariffin,5,2022-12-17 11:55:05,Mantappp
Agung Plentong,1,2022-12-17 10:02:26,kalo mau motong saldo ijin dulu kek
Muhammad Syamsun Ni'am,5,2022-12-17 09:51:04,Top
Black Red,5,2022-12-17 09:25:31,bagus iloveu
Zidanfauzan Toro99,5,2022-12-17 09:11:39,Ok
ammi food,5,2022-12-17 09:10:45,Keren bisa tahu siapa yg telp secara misterius.
Ai Sundari,5,2022-12-17 08:31:10,Good
Agus Tama,5,2022-12-17 07:52:31,Sangat Bagus
Eq Rezki,3,2022-12-17 07:20:02,ok
Hasfan Nurdin,5,2022-12-17 06:32:41,Sangat membantu
layla abdita,5,2022-12-17 05:20:17,Very good 👍👍👍👍👍
Mustofa Ofank,4,2022-12-17 05:18:14,Baru Mencoba mudah2na bisa dan bermanfaat
Sulis Tyowati,5,2022-12-17 05:15:07,Sangat membantu...
yono tren,5,2022-12-17 04:24:12,0k
Desi Natalia Kosen,5,2022-12-17 04:19:44,"Bisa ketahuan telepon dari siapa, terutama nomor2 yg ga jelas. Tk"
roy wantah roy wantah,5,2022-12-17 02:43:02,Mantap
Irvan Muhammad,5,2022-12-17 02:41:23,Ok
Mohamad Yasin,5,2022-12-17 02:33:54,Sangat membantu
Azka Setiawan,5,2022-12-17 01:10:05,Aplikasi yg sangat membantu dari panggilan spam
Kaswin Andrianto,5,2022-12-16 14:24:46,Oke banget
Zul Fahmi,5,2022-12-16 12:09:14,Oke
Aday Matutu,4,2022-12-16 11:30:42,Rere r
Devita Nur Shafika,3,2022-12-16 10:58:16,lebih bagus lgi y
M Rizal Arba,5,2022-12-16 10:50:12,Mantap
Kikie Doanx,5,2022-12-16 09:34:32,Keren
Purple Coco,5,2022-12-16 07:35:47,Cool Apps!
Cindyy Cantik_,5,2022-12-16 07:32:59,⭐⭐🖤🖤🖤⭐⭐⭐🖤🖤⭐⭐🖤🖤
Yohanes Sandy,5,2022-12-16 07:17:51,Akp bagus
Zico Zisdillian,5,2022-12-16 07:09:52,Mantap
Subur Burhan,4,2022-12-16 06:40:44,Toppp
Yusup Rianto,5,2022-12-16 06:21:18,Aplikasi ini sangat membantu sekali
Jo Jo,5,2022-12-16 05:46:08,"Trims Truecaller, semoga benar data aman."
radyt saputra,5,2022-12-16 04:50:42,Terbaik ini
yandi Ziezhaf,5,2022-12-16 04:33:28,"Sangat membantu..bagi org"" mau jahat Sm kita .good job"
Arman Syahputra,3,2022-12-16 04:24:25,Saya beri 3 bintang dulu deh.karena blum begitu akurat.
Rahmat Hidayat,4,2022-12-16 03:02:17,Mantao
wawan kurniawan,5,2022-12-16 02:47:37,Sangat membantu sekali
Ainul Hayat,5,2022-12-16 02:20:33,Ok
Ahmad Azis,5,2022-12-15 20:25:46,Sangat membantu saya
VINCENTIUS FERRERIUS BALA,1,2022-12-15 15:22:35,Cuki mai OTP Masuk dalam puki
Butho Galak,1,2022-12-15 14:37:09,Gak bisa buat lacak tempatnya apus2
Jatmiko Abdul Hakim Hakim,5,2022-12-15 11:07:50,Mantul
Zakarias Bembuain,4,2022-12-15 08:30:11,Mantap
Ahmadroni Yusupsaputra,4,2022-12-15 08:13:54,Sangat membantu
stok mlbb,5,2022-12-15 08:07:20,Ok
wetha18,5,2022-12-15 07:18:23,Ok
Lidwan Syn,5,2022-12-15 07:18:15,Lebih di tingkatkan lagi soalnya apk sering berhenti dan telpon luar kontak masuk lagi
Dalli Deshart,5,2022-12-15 05:43:06,Sangat membantu
Dendy Indriya,5,2022-12-15 04:00:05,👍👍
Fatah Nur Hidayat2,5,2022-12-15 03:46:49,Lumayanlah
iwan setiwan Rizwan,5,2022-12-15 02:55:30,Jos
Rizky Mustakim,5,2022-12-15 02:53:44,kalian cari jalangkung dari yutub
Indra Wijaya,5,2022-12-15 02:35:53,Ok
rizki suprianto Ripqi pratama,5,2022-12-15 02:33:57,Selama ini sih bagus
Js channel,5,2022-12-15 02:21:27,app yang bagus
Ulis Warni,5,2022-12-15 01:08:41,Mantaf
Mariane Rm,2,2022-12-15 01:04:21,"Kok mau tingakatin ke premiumnya ga bisa ya.. yang diklik yang mana nih? Dibagian tab premium ga ada muncul harga dan saat diklik juga ga bisa.. paa saya coba di hp yg lain, taunya beda tampilannya.. ada muncul pilihan harga yg premium dan gold.. padahal hp ini androidnya lebih tinggi dari hp satunya.."
Nova Liza,5,2022-12-14 17:01:06,gandos
Jago Bening,5,2022-12-14 12:54:18,Top
hvkv performance,5,2022-12-14 11:51:33,Bagus
Yudhi Nugraha Adenil,4,2022-12-14 11:06:17,"Sementara 4 bintang dl ya, ada beberapa giturnyg harus di perbaiki, dan tolong kalau bisa iklannya jg di minimalisir.."
Mellia putri,5,2022-12-14 11:05:34,Good
Aldyan Dhani,5,2022-12-14 10:54:04,Mantap
Airyyan Suryana,5,2022-12-14 10:37:30,Oke
I Johan,5,2022-12-14 10:24:37,Sangat bermanfaat untuk blokir panggilan promosi
nasruddin diandra,5,2022-12-14 09:55:53,Aplikasi sangat membantu
arief shaleh judistira,5,2022-12-14 09:35:29,mantap
Biro Jasa Bangun Mulia BM,5,2022-12-14 09:08:52,Top
ARFA DUT,4,2022-12-14 08:46:05,Ok
Rusdi01 Rusdi,4,2022-12-14 07:00:21,Mantappp
Teguh Subekti,3,2022-12-14 06:39:24,"Sangat membantu,, pertahankan.."
david blarak,3,2022-12-14 06:13:29,Baru coba bingung mau cari likasinya..............
Kardian esa,5,2022-12-14 05:39:30,Ok
Foto Primestudiosby,4,2022-12-14 04:49:12,I 00 ld&
Odih Oha,5,2022-12-14 04:14:40,Ok
Yedi Saputra,5,2022-12-14 03:44:47,Sangat membantu sekali
Pengguna Google,5,2022-12-14 03:13:47,Membantu skali
Bagus Satriyo,5,2022-12-14 02:59:19,"Sangat bermanfaat sekali, semoga kedepannya menjadi lebih baik"
Imam Imam25,5,2022-12-14 02:51:55,Bermanfaat
m ridwan,5,2022-12-14 02:41:41,Aplikasi yg baik
Ayu Moelyanie,5,2022-12-14 02:38:35,Sangat berguna sekali
Wahyu Hidayat,5,2022-12-14 02:34:29,"👍👍👍 sangat membantu mengetahui siapa yang menelpon kita dan memblokir panggilan2 spam , penipuan , dan lain2 semoga kedepan nya makin bagus lagi ini aplikasi truecaller..."
Anwar Ramana Dinda,5,2022-12-14 02:31:18,Biasa diluar
Abang Joe,5,2022-12-14 02:27:29,Akurat
Kharisma Agung,5,2022-12-14 01:55:56,Sangat membantu identifikasi nomer hp yg masuk
yefhun haning,5,2022-12-14 01:09:40,Baik
Mala 05,1,2022-12-13 16:34:27,Apk penipu anjg
Ruli Kusnadi,4,2022-12-13 14:47:19,Nyoba dulu
Dewa asmara 99 liliecongxi,5,2022-12-13 14:15:14,Oke
Gombal Mukio,5,2022-12-13 13:59:25,baik
SF Koi Center,5,2022-12-13 12:38:15,Banyak membantu
Zaky Ghazala,5,2022-12-13 11:02:10,Mantap..
Ridwan,5,2022-12-13 10:15:18,Mantapp
Supriyadi Smada,5,2022-12-13 07:49:49,Baik
Hawami Firdaus,4,2022-12-13 07:16:50,Pokoke mantap wislah
Gustraa Waisnawa,5,2022-12-13 07:03:51,Semoga tetap menjadi yg terbaik
Huges official (YUGA RR),5,2022-12-13 05:28:14,Terima kasih
Eva Rosalina,5,2022-12-13 04:46:23,Ok
Dono Kasin,1,2022-12-13 04:26:25,"Kenapa kode peripikasi tidak saya terima ,, saat di peripikasi kodenya tidak saya terima ..taiiii"
Alyf Mul 'aziz,1,2022-12-13 03:59:56,Burik
Huening Lucu,5,2022-12-13 03:49:56,Mantap
zagad satrio,5,2022-12-13 03:46:09,Tak kasih 5 bintang karena saya juga masih baru pake ..tapi kalau buruk yang terpaksa nanti kami rubah ratingya
Ayam Bakar Cup,5,2022-12-13 03:18:28,Bagus
Moh Isa,5,2022-12-13 03:06:25,Sangattt puas dengan aplikasi iniii
Wa'0ne suhendar,5,2022-12-13 03:06:13,Mantap
Evi Ernawati,5,2022-12-13 02:40:24,Ok
Go Gj,5,2022-12-13 02:22:55,Lumayan lah
deki hariyanto swid,5,2022-12-13 02:18:30,Sangat membatu dalalm verifikaai data
nursahid sahid,5,2022-12-13 02:12:35,Sangat bermanfaat
nandar gagah,5,2022-12-13 02:10:10,Telepon terussssssss
Fredy swalom pardede,4,2022-12-13 01:49:39,0ke slalu
joko purnomo,4,2022-12-13 01:07:23,Bagus
ari nurjayanto,5,2022-12-13 01:05:25,Sangat membantu
Faried Winastwan,5,2022-12-13 00:42:50,Good
ZAINAL FANANY,5,2022-12-12 23:56:44,Very good for download
Grab Arry yudha,5,2022-12-12 19:20:44,Mantap
Edy Sutarmun,5,2022-12-12 16:06:35,Joss Truecaller helpfull
Guntoro,5,2022-12-12 15:36:24,Pokoknya Ok terima ksih atas app nya 😘👍👍👍
Salma Aulia,5,2022-12-12 14:09:05,"Sy suka apk ini,makasih ya,sy jd tau siapa yg telp,byk sales bank yg telp ,skrg ada namanya ,gk ku angkat.Hanya sj apk ini gk bisa deteksi dr nomor pribadi,ada beberapa penipu yg telp/chat sy, tp gpp namanya jg aplikasi bukan Tuhan."
Abdul Basith,5,2022-12-12 12:13:31,Bagus banget
Tilu Kanyaah,5,2022-12-12 12:05:30,Jd lebih waspada klo ada no tlp masuk
Hermanto Cosh.1,4,2022-12-12 11:55:40,Bagus aplikasinya untuk perbaikan agar di sempurnakan lagi
Andar Linto,5,2022-12-12 11:37:05,"Aplikasi yg sangat menolong,,, spam (penipuan) sudah pindah alam,,, wkwkwk"
Arsenio Shaka,5,2022-12-12 11:23:17,Mantap
dedi rahman EZ & AY,5,2022-12-12 11:10:28,Bgus bgt aplikasi y
D alumi,5,2022-12-12 10:26:32,Cocok
Dwi Al Ghazali,4,2022-12-12 10:14:41,Mantap
ineke kusumawati,5,2022-12-12 09:52:04,Ok
Sigit Sivava 54TRIA,5,2022-12-12 09:13:28,Mantap...
Leksana Tehguh Gunawan,5,2022-12-12 08:48:14,BAGUS BANGET
Victory Huang,5,2022-12-12 08:18:50,Bagus
Unung suryana,2,2022-12-12 07:26:54,.memuaskan
Didie Wachyuddin,5,2022-12-12 06:34:33,Amazing
Syahri Saragih,5,2022-12-12 04:46:22,Bagus
Hendri Priatna,5,2022-12-12 04:21:02,Bagus
Imin Rosadi,5,2022-12-12 04:13:41,Oke makasi banyak
Bayu Wiratmoko,5,2022-12-12 03:48:53,👍👍👍👌👌👌
Oka Priyadi,5,2022-12-12 03:19:22,Bintang 7
Muhammad Devan Sadewa,5,2022-12-12 03:05:45,Mantap 👍👍
Anto Nur,4,2022-12-12 03:02:56,Bagus bisa langsung ada nma di nmr yang tidak ada nma
Ahmad Hunaefi,5,2022-12-12 02:39:13,MANTAP
CV KSU,5,2022-12-12 02:30:26,Ok
RIZALY Chanel,5,2022-12-12 00:43:09,Ok banget
Devandra Rachmat,5,2022-12-12 00:00:48,Ok sipp
Donny Wardiana,5,2022-12-11 15:57:45,Ok banget
Jo,5,2022-12-11 15:33:39,Nice app
taufik alkaf,5,2022-12-11 15:17:00,Good boy
Anang Sulistyawan,3,2022-12-11 14:41:54,Belum berfungsi penuh
Zendy Alfaru,4,2022-12-11 13:46:30,Luar biassaaaaaa
Rai mu cok,5,2022-12-11 13:13:51,Aplekasi sangat bagus di gunakan
Peri Nurdiansyah,5,2022-12-11 12:55:08,Bagus amplikasi ini
Tan Yanri Sulaiman,1,2022-12-11 11:39:58,Aplikasi kurang bermanfaat
budi pramono,5,2022-12-11 11:09:41,mantap
wida abdullah,5,2022-12-11 10:45:25,Sangat mbantu unt mhindari pkj sia2
HERI PETANI INDONESIA,3,2022-12-11 10:43:43,J. J. j. jual. 7.77.6..j.u..6.6.uu.j.uukmuuuuuuuuuuuuuuuuuuuujuuuuujjuu... 6 G4 44 c4gg uy 5
AlsTime,5,2022-12-11 10:27:03,mantap euy..
Indra Gunawan,5,2022-12-11 10:26:08,Good app
zainal arifin,5,2022-12-11 10:06:27,Bagus
wayan yande,5,2022-12-11 09:43:35,Sangat bagus
Rudi Hartono,5,2022-12-11 06:51:42,Cakep blokir panggilan yang nggak jelas
Arjuna Ireng,5,2022-12-11 06:48:57,"Mantap nih....tolak semua panggilan pinjol"" bang***t....."
Siti Hartanti,5,2022-12-11 04:44:37,"Sangat bagus, keren😍👌🏻"
Zeng Ish,5,2022-12-11 03:58:49,Good
Ryanatha Ridwan,5,2022-12-11 03:14:11,👍👍👍
Totop Troitua ST MH CEJ CBJ,5,2022-12-11 02:47:01,Kemarin update ke personal tapi ditolak oleh pembayaran potong pulsa..... Sedih dech.
Sheediq Duadua,4,2022-12-11 02:44:45,Ok
ian Gudakesa,5,2022-12-11 02:28:25,Okay Banget!
Anisa Nurul Aeni,4,2022-12-11 01:36:51,Membantu dari orang yg gak jelas
Tri yono,5,2022-12-11 01:35:20,"Bagus sekali,"
shendy ismiyanto,5,2022-12-10 23:24:49,BERMANFAAT
guslan karim,5,2022-12-10 22:09:52,Good application
Arbeni 27,5,2022-12-10 21:15:47,Sangat dipercaya untuk aplikasi ini mantap menjaga kerahasian pelanggannya
Aina Zaqia,5,2022-12-10 21:03:52,Good
Aan Monterado,2,2022-12-10 18:08:59,"Aplikasi ini gawur kalau buat melacak lokasi dari nomor tertentu. Saya sudah coba beberapa nomor yg ada di daftar kontak saya tp hasil pencarian semua sama, di Kalteng. Padahal salah satu nomor hp yg saya lacak lokasinya tsb ada di rumah saya sendiri, di sebelah barat Kalbar. Mohon untuk bisa diatasi secepat mungkin biar bisa dirating bintang 5.🙏🏻"
pejuang ui,5,2022-12-10 17:18:50,Two tumbs up
Gunawan Lubis,5,2022-12-10 15:41:21,Sangat bagus sekalai
Heni Juwita,5,2022-12-10 14:28:14,Sangat terbantu
Ari Yandi,5,2022-12-10 13:53:21,Sangat² bermanfaat..terimakasih
meri yano,1,2022-12-10 13:35:43,Bagus
Hermansyah Mr,5,2022-12-10 13:09:50,Ok sipmle
El Rafif Studio,5,2022-12-10 12:54:41,"Hanya satu kata,keren. Melindungi dari ""penelepon dari yang tidak-tidak""."
Aspari Oja,5,2022-12-10 12:48:15,Mantaap
Tommy La Omy Maluku Utara,5,2022-12-10 12:46:31,Semoga Aplikasi Ini Bermanfaat Untuk Kita Semua dan Keluarga
Tatang Suhendi,4,2022-12-10 12:08:30,Ada ke kurangan melacak tidak cukup dgn no hp harus pakai alamat lengkap
Day maekers71,5,2022-12-10 11:04:37,baguuusss...
Slot Pragmatic play,5,2022-12-10 10:09:30,Mantap
Ahmad Husaein,5,2022-12-10 09:37:52,Sangat membantu dan bermanfaat
Elmer Windblast,5,2022-12-10 09:31:51,Good
agung nugroho,5,2022-12-10 09:11:42,Sip apps paling bagus
Subkhan Nawawi,5,2022-12-10 08:24:25,Bagus
Qorun Nissa,5,2022-12-10 08:22:50,Bagus skli
Dundut Ciro,5,2022-12-10 07:47:54,"Bagus ,bisa tahu siapa saja yg telepon kita"
ibnoah annas,4,2022-12-10 06:25:47,"Aplikasi masih butuh perbaikan karena Orang yang menelpon masih mengetahui bahwa telepon yang ditujuh masih aktif, seharus sama sekali tidak tersambung atau muncul informasi ke HP penelpon bahwa nomor yang anda tujuh tidak aktif."
Syarief Hidayat,4,2022-12-10 05:20:23,Nice
Boby Ananda A.E,5,2022-12-10 05:08:29,"Bagus, cuma adain fitur lacak nomor biar lebih bagus"
setyo dharmawan,5,2022-12-10 04:59:20,Goooooooood
surya andriyan,5,2022-12-10 04:56:51,Membantu sekali
Anwar Zen,5,2022-12-10 04:54:31,Mudah di operasikan dB sangat membantu
dil geboys,5,2022-12-10 04:51:53,Good app
Zeth Nalle,5,2022-12-10 04:38:56,Ok
Jordan Rozy,3,2022-12-10 04:31:55,Manteps
irvan iskandar,5,2022-12-10 03:47:08,Ok
Unge Cute,5,2022-12-10 03:41:48,Good
Rani lista Ekasari,4,2022-12-10 03:39:04,"Sy suka aplikasi ini tp tolong diperbaiki lg ka agar tmbh ok,supaya tuk pemblokiran nomor² yg tak dikontak tidak selalu diperbaharui trs kdg klo qt tidak melihat pengaturannya sk kembali kluar sendri lg ka tuk yg laen nya bagus."
Kevin Seran,3,2022-12-10 03:25:58,Bagus utk mencek nomor tlp yg TDK jelas
Muhammad Nashrulloh,5,2022-12-10 03:23:28,Sangat baik bisa jg keamanan
AGUSTINUS MANGUNTAM Siboro,5,2022-12-10 03:12:21,Happy to use true caller because safety and give information who is caller me ...thankyou true caller .. good app..and we need true caller
